Flow Duration,Total Fwd Packets,Total Bwd Packets,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,SYN Flag Count,RST Flag Count,ACK Flag Count,Average Packet Size,Label
11864,1,19,1167.0368308901873,8.913508958627114,3647.3969930348935,0,0,0,0,0,2,386.7793348995205,BENIGN
26062,13,8,1454.0019519557532,15.279718105142743,4064.4897810253933,0,0,0,0,0,2,159.88286801123584,BENIGN
29387,2,7,2201.7261679267813,13.809777118757143,5835.699811532818,0,0,0,1,0,1,153.75490423354108,BENIGN
260,421,1,487760.70431317284,9423.263996674921,39.11132245424936,2,1,1,279,30,56,42.59956422708309,BruteForce
17921,12,1,3868.75812600485,34.31358934150624,8029.3614253172245,0,0,0,0,0,0,685.4853042594822,BENIGN
33506,17,16,465.3042358641374,24.19628365411441,4892.1258796068505,0,0,0,0,0,0,70.50263833055645,BENIGN
46028,9,14,1261.5593413059462,44.53135082957798,583.6541702694906,0,0,0,0,0,3,187.31697703398913,BENIGN
9552,2,2,2710.6245684824144,0.6280364406399129,4710.804724428431,0,0,0,0,0,3,122.39942785184903,BENIGN
180,2626,3,800999.4475129405,1622.0325391243905,63.16735833302588,1,1,1,147,32,82,68.77932847035424,DDoS
436,3484,2,174840.25250484876,5679.941442189829,21.93161174333399,2,1,1,56,14,18,77.05595309601722,PortScan
41635,9,13,1331.989422074231,42.24736071121872,8960.58135710827,0,0,0,1,0,0,686.6312956108914,BENIGN
17150,15,13,3205.8792143293576,21.41963509196205,9003.728636317177,0,0,0,0,0,2,424.4591468818032,BENIGN
28254,6,15,198.4452264670506,34.70555050747582,8844.473301968927,0,0,0,1,0,3,64.14995944214743,BENIGN
21176,2,12,276.05789271126764,46.35312568192229,2215.611601546251,0,0,0,1,0,0,47.36203088313548,BENIGN
18893,7,13,4163.244973787421,49.2525165724212,5394.504489403812,0,0,0,0,0,3,313.45396308503496,BENIGN
1538,10,6,3215.9046862873483,40.32206195200135,7404.685873298905,0,0,0,1,0,1,595.6587989402815,BENIGN
5105,13,6,2018.8709019704402,38.14655934878322,4368.014955850049,0,0,0,1,0,2,787.1111375169419,BENIGN
2524,6,16,4882.2006520542855,43.164856465759,1998.85363593514,0,0,0,0,0,2,669.5798332013226,BENIGN
280,1081,9,602390.0993708217,2993.335345632441,3.103251751981377,2,1,1,496,31,25,92.54593663050784,BruteForce
19081,2,19,2230.5241603903264,12.731197160189488,6927.056030288705,0,0,0,0,0,0,641.150666628933,BENIGN
41242,7,8,3649.7813664138007,12.5785826388112,2731.2976472538276,0,0,0,1,0,2,443.6437007365372,BENIGN
43065,6,4,4745.627262018026,40.53770468150298,6627.220124701731,0,0,0,1,0,0,370.6327955857556,BENIGN
9669,6,16,3922.796949915949,36.756343746026026,7580.00007481877,0,0,0,1,0,4,435.33609738852897,BENIGN
13601,19,2,4223.947836959593,1.6146548960969127,8453.74735021723,0,0,0,1,0,2,752.747607988651,BENIGN
46206,8,12,2221.554946647112,1.7111395607287685,8916.982399872293,0,0,0,1,0,1,119.66793261170551,BENIGN
366,4443,6,628522.7319480814,9797.491773553684,62.60241053481548,0,1,0,74,44,7,48.45266076299974,BruteForce
19578,11,13,4644.278011072606,19.213886261219173,1603.6753799718863,0,0,0,1,0,1,500.23979454337876,BENIGN
5729,12,15,3012.18815020246,29.829376013049085,3795.3893339704764,0,0,0,1,0,2,405.0526192948719,BENIGN
15048,7,11,968.4528432874326,32.559949227245625,5037.29964845925,0,0,0,1,0,2,343.44929185183867,BENIGN
97,573,5,485550.17205410916,7098.535149581791,51.82275008044399,2,1,1,238,47,52,93.61114047000243,DDoS
33345,8,6,2683.0217420659847,38.221763496648336,150.28024845969938,0,0,0,0,0,0,190.0611009892601,BENIGN
23244,11,6,3145.1204684583167,29.429583041871325,5092.712283128408,0,0,0,1,0,4,212.0567066293976,BENIGN
17492,1,19,4521.661571056739,21.71782951588558,6673.676519749782,0,0,0,0,0,0,475.8285824528145,BENIGN
45055,17,6,3907.481211504507,36.318512344890394,487.2136318045769,0,0,0,0,0,4,751.5245386470089,BENIGN
12304,10,2,1880.3485128188295,10.204431528295475,5992.1599153586085,0,0,0,1,0,4,166.7590713078091,BENIGN
49092,5,2,2571.9842060944015,22.599114244704346,7174.6224672811495,0,0,0,0,0,2,300.96741265414346,BENIGN
101,4985,3,325129.58853857894,1625.767398686932,40.005648643976386,2,1,0,396,2,98,92.10962112269371,DDoS
43913,10,16,1081.035997095571,29.744311426446455,4219.006802588003,0,0,0,0,0,0,290.99422355554685,BENIGN
9930,15,7,1855.175690663019,46.790122386141284,1949.221470731277,0,0,0,1,0,3,317.36876460008193,BENIGN
24759,8,7,1028.4758048544195,11.132285401553906,3397.8586495053128,0,0,0,0,0,3,723.4413505414514,BENIGN
24617,13,9,176.20601439927924,0.8945335740417695,606.9967429369506,0,0,0,1,0,2,312.367834549045,BENIGN
4051,11,6,396.18992262782405,37.480867393390945,5695.21523661698,0,0,0,0,0,2,231.9722707705414,BENIGN
40136,16,6,813.0258656580598,43.868665338735234,5329.073691387926,0,0,0,0,0,2,732.1053964917552,BENIGN
336,589,2,856120.6753137321,9245.56203939733,45.81172020829083,2,0,0,177,43,50,66.04926128660007,DDoS
18745,19,12,850.8383691495949,23.85495457713118,6505.915849785589,0,0,0,0,0,2,584.9191321431703,BENIGN
42090,16,9,699.0687726224135,12.572385000731083,939.8485942676234,0,0,0,0,0,1,290.8045837731977,BENIGN
46029,7,10,1657.1364465062188,34.21631672826774,1789.6326896984638,0,0,0,0,0,1,308.6096536980687,BENIGN
20697,13,4,1869.0813333642996,28.567229162423452,8800.834664730492,0,0,0,0,0,4,513.7951358865287,BENIGN
4657,15,7,2533.9467478810734,30.040722426283715,1890.1029421237106,0,0,0,0,0,1,248.7326265800511,BENIGN
37256,17,11,1780.6520114575255,32.2756715616783,2383.2016433592275,0,0,0,1,0,0,320.3760960688579,BENIGN
39538,8,17,1610.8373394113892,7.20308632717074,1017.542128555036,0,0,0,0,0,1,113.18496913236675,BENIGN
22703,1,7,1257.4631193062862,15.219071526662542,4627.726406361036,0,0,0,0,0,3,339.2683391154981,BENIGN
28747,3,5,4665.554699754407,14.940968672794941,5079.112297850583,0,0,0,1,0,2,624.4544410257008,BENIGN
30309,16,6,4947.377428617674,35.90037615658485,9926.43215241079,0,0,0,0,0,1,146.9938695029153,BENIGN
38739,4,5,2841.482662369906,46.69056145870675,5228.031387011285,0,0,0,1,0,3,318.7740765462459,BENIGN
49197,18,10,3211.343884364684,31.689734256695253,2853.781063874273,0,0,0,1,0,2,329.5258727499784,BENIGN
456,2519,6,902502.8568325153,8641.626772175954,28.229524496159556,0,0,1,366,48,13,53.2960732049837,BruteForce
6445,19,7,2752.2062355129406,48.153300992563835,3484.534443782992,0,0,0,1,0,4,117.90739327291624,BENIGN
26497,6,1,1533.0052527095957,46.74585160249487,4969.501335173249,0,0,0,0,0,0,317.8367010258485,BENIGN
26176,10,17,797.2024711935856,35.453064831528074,772.4694218059799,0,0,0,1,0,4,393.3019069173012,BENIGN
22645,1,12,233.1954693146609,12.866178328931106,4291.665397430508,0,0,0,0,0,0,248.83161561187774,BENIGN
132,4952,3,698492.5038479721,3890.528677695962,21.72406934021747,0,0,0,226,24,98,42.33612521594087,DDoS
5223,7,2,858.2556092007667,43.26021360447706,620.0861881571112,0,0,0,0,0,2,123.37712769823239,BENIGN
4497,15,9,2911.2404870011223,28.855039424920754,9527.149125615866,0,0,0,1,0,1,662.7729421628839,BENIGN
177,147,1,526947.4933272859,4730.078049530252,29.91829605162483,0,1,0,146,29,42,54.80720679570126,PortScan
25473,19,17,2779.6922327926186,33.56670871657805,7038.5895950281765,0,0,0,0,0,0,661.9608705258163,BENIGN
32510,7,17,2424.6736520151135,43.1789777321996,1824.5949358971804,0,0,0,0,0,1,80.6586381474006,BENIGN
32236,12,2,3569.8137254912035,6.099638898372999,1106.6518279860923,0,0,0,1,0,2,562.0748711054371,BENIGN
457,2895,6,157582.27425533035,6058.794395534756,16.013197805413643,0,0,0,482,11,99,66.66993505310936,PortScan
165,4724,0,731936.5257607128,8909.527329025876,90.9817335029652,2,1,1,415,47,50,52.68236215799521,BruteForce
15661,3,12,1617.8242450449404,15.686879906265943,7580.315665679509,0,0,0,1,0,2,484.6960987780826,BENIGN
28,4214,0,441208.4454071521,3581.686025527531,44.946603949465874,1,0,0,190,21,9,68.95772918345276,PortScan
1229,10,18,1627.0992916077796,26.313381396090996,753.9475474393847,0,0,0,1,0,0,785.594095313394,BENIGN
221,1995,5,626344.0800208475,9039.75938661743,53.16573801042437,0,1,0,99,47,40,57.71991556725121,PortScan
82,258,3,569398.416003905,5551.416903345348,91.49831651106074,2,1,0,58,42,15,44.35941652237792,BruteForce
25844,17,6,671.0787698044677,35.50742904826324,2380.4071407579336,0,0,0,1,0,1,64.97567160430627,BENIGN
6180,7,12,1949.9756675847236,10.58270233483039,921.4583844647404,0,0,0,1,0,0,481.90096472244807,BENIGN
22653,17,15,4784.2887436959545,14.262226556432218,2313.6359938495557,0,0,0,0,0,4,255.35065174167445,BENIGN
78,2123,3,994536.9599770519,557.233111441239,48.89501776722852,1,0,0,152,37,68,55.33766912144324,DDoS
12670,6,7,3013.4827295128134,42.5395796496239,2616.6150914400705,0,0,0,0,0,2,611.1657725155809,BENIGN
5484,13,7,1803.6802899380245,15.468776423782163,3656.3122875769054,0,0,0,0,0,1,170.5100378109062,BENIGN
8736,4,12,318.5150510275115,1.9107523684137577,2829.6265456459673,0,0,0,0,0,3,638.2162179772191,BENIGN
1368,19,12,440.58149458582136,15.193434916267622,758.1573409155345,0,0,0,1,0,2,725.5949971093116,BENIGN
47202,11,10,2789.6571950363514,9.540870040278708,7231.801586005813,0,0,0,0,0,2,499.27786650264306,BENIGN
19539,8,13,4919.250553023978,12.202719715963411,6493.527712506955,0,0,0,0,0,0,723.0318463440026,BENIGN
47679,2,10,2081.411432536339,22.678226930662316,7852.770788224227,0,0,0,0,0,1,615.9939917935178,BENIGN
35631,6,18,4233.1033545820665,48.43233379617654,5132.705635610141,0,0,0,1,0,2,352.0308784233793,BENIGN
23772,13,3,1907.9540267241327,49.28442639315609,3744.7418295916,0,0,0,0,0,3,762.448229571825,BENIGN
24075,1,1,546.5476488456187,7.445402808785659,5137.332340060851,0,0,0,1,0,0,693.2713674964466,BENIGN
1183,13,3,346.16080636302877,37.72975207274275,2434.8456895384256,0,0,0,1,0,3,406.78138125017756,BENIGN
40419,17,15,2147.2767562173512,13.22627054919567,802.9106871033634,0,0,0,1,0,3,346.0766010988943,BENIGN
26251,5,5,3879.4834017625653,42.087844021816615,6215.17640326705,0,0,0,1,0,1,197.90567837419354,BENIGN
482,2092,2,421001.95168355387,1578.2354356369704,36.8886232132006,0,1,1,284,8,91,79.09563205348664,DDoS
80,915,2,597177.5525974132,2090.151304975854,33.033382178166114,1,0,0,371,30,39,74.49331513386562,PortScan
3037,19,12,520.4345149075182,27.418009397588204,5267.869220943539,0,0,0,1,0,2,238.69088602866194,BENIGN
22442,6,2,3595.963546995849,0.2785194755415642,560.761060068774,0,0,0,0,0,4,275.20600018809887,BENIGN
281,1548,8,299054.0500036372,4238.143463893461,62.62065696639999,1,1,1,401,38,88,63.26767688757391,DDoS
59,3278,5,452866.801188145,6976.792889962415,88.8952204804923,2,1,1,294,17,44,59.70211776434703,DDoS
41510,15,11,503.3449616079109,18.827861317221757,723.9580913322286,0,0,0,1,0,0,418.68311532057214,BENIGN
33573,13,3,3412.137706147301,27.285517976848087,9301.957059688537,0,0,0,1,0,2,202.6260796326485,BENIGN
48798,12,4,467.5113289241895,41.596244571748,1071.742393012942,0,0,0,1,0,3,304.8602599026141,BENIGN
44135,4,8,505.1215054169566,16.085697284732245,5508.381389095224,0,0,0,1,0,4,584.1385560232499,BENIGN
46580,7,13,367.4703230438147,5.260067232077781,4919.6332744705205,0,0,0,1,0,4,447.8127322106837,BENIGN
379,3597,4,476420.06881332217,2044.1438200440323,68.42680686821866,0,0,0,292,31,94,42.462885254613184,PortScan
41081,1,16,4082.391231092929,27.133839965056666,1397.6906308765606,0,0,0,0,0,1,598.0755916271617,BENIGN
29812,6,5,1934.0394287856661,15.964936298198472,2462.523620597276,0,0,0,1,0,2,370.30683031267245,BENIGN
42159,6,4,4914.6802766038245,34.6424703448065,3844.406764509864,0,0,0,1,0,4,544.1215611926056,BENIGN
21389,8,2,1271.1864688618944,30.17785634339134,6509.038196038967,0,0,0,1,0,1,436.2290211419851,BENIGN
11472,17,7,1709.6943662555295,47.62731803100463,346.27123194459386,0,0,0,1,0,2,720.8071317067196,BENIGN
48382,11,16,3844.504944334544,46.447350534517085,7530.389592725814,0,0,0,1,0,0,538.376489568865,BENIGN
7710,14,13,518.8943230227,10.909140185226708,8459.787969877267,0,0,0,1,0,3,99.81877702834957,BENIGN
33256,3,8,3758.6282039830103,12.894217794033388,9538.479170565444,0,0,0,1,0,1,595.8878050449804,BENIGN
2636,17,17,1407.2269699488966,48.83308629604938,4169.26643185049,0,0,0,0,0,4,302.2541485002791,BENIGN
30980,13,6,3075.2552111115265,17.797068709026924,7106.350368346334,0,0,0,1,0,4,485.1783282583264,BENIGN
18191,4,18,721.2947372497156,6.054023284071621,9941.612603786189,0,0,0,0,0,0,721.5390031547638,BENIGN
29036,14,13,3527.7178623160667,15.415860541763504,665.2339452886428,0,0,0,0,0,2,117.92219065312905,BENIGN
8542,12,14,2403.5313379001614,33.68973918515405,2694.5757110748405,0,0,0,1,0,3,301.54231449903955,BENIGN
41675,12,9,1181.0053252493587,26.678373927036223,2320.5960055672485,0,0,0,0,0,3,504.3233447715708,BENIGN
135,4657,5,625313.4632321442,3710.7734555188845,60.016023109436034,1,1,0,142,11,81,51.85301767990745,BruteForce
9834,17,7,975.7830593166126,18.229841830330198,2983.943718117429,0,0,0,1,0,4,505.9617729262482,BENIGN
17469,2,3,3285.7729652728567,2.9157039360313317,8287.725878917858,0,0,0,0,0,4,586.5430007447759,BENIGN
9267,7,9,2435.436226942097,5.235295956878961,177.3031617857783,0,0,0,0,0,2,186.3164471125773,BENIGN
47076,11,9,4712.822512570387,39.001618893883396,3113.022509533707,0,0,0,0,0,1,713.7941656183611,BENIGN
135,1601,8,916962.4319076977,1252.7974782316692,79.28227160064013,0,0,1,473,20,97,48.116431333151226,PortScan
20860,10,11,3862.547333091607,15.804132964192211,3492.9099723662985,0,0,0,1,0,1,370.1467148104657,BENIGN
173,565,7,529440.6378891405,7642.911876278203,93.24825341878996,1,0,1,391,2,82,96.97539565302446,BruteForce
49714,4,17,4646.2693020737115,16.699564331062486,5081.773225840277,0,0,0,0,0,4,116.6134698257048,BENIGN
20115,10,2,4854.165341156863,40.786438004609366,449.25385083496303,0,0,0,1,0,3,61.7205647423979,BENIGN
16321,7,10,505.41768708665063,45.76265833456793,3004.1514040338866,0,0,0,0,0,2,331.2049961049356,BENIGN
49703,17,1,3724.683892423782,45.35825276089114,9279.485859007073,0,0,0,1,0,2,224.78140664160537,BENIGN
7744,10,1,1798.2530435825377,26.38588703743438,2849.3383248929267,0,0,0,1,0,4,259.61130798162185,BENIGN
49833,11,13,3643.0595301245617,41.36355679815999,3296.703584707869,0,0,0,0,0,0,218.88780445197233,BENIGN
29015,16,16,662.2062101784819,30.203787740584364,3816.9660885664034,0,0,0,1,0,3,668.5024266879199,BENIGN
26372,13,15,842.7630350624117,1.6437884720939646,9710.347321404757,0,0,0,1,0,3,784.8828342344628,BENIGN
358,3986,6,292022.12767548533,5653.589805635743,80.95424721458373,2,0,0,199,0,33,73.15199676022583,DDoS
11946,9,4,2559.7957984658046,5.955536747412906,8734.934036453049,0,0,0,0,0,1,218.17741057413713,BENIGN
43723,18,6,4337.504078829844,31.309860060893303,1637.0427663025696,0,0,0,0,0,4,598.7944831309586,BENIGN
7276,17,12,3002.4389795129327,44.92511742320259,6584.796807797588,0,0,0,0,0,0,774.6550640763355,BENIGN
258,1396,9,541213.3336581762,6420.320743662172,55.88307610777425,1,0,1,69,46,52,81.61710701712676,BruteForce
35166,12,5,3263.216518809584,36.171866514136696,8484.352755075019,0,0,0,0,0,1,438.4957446658826,BENIGN
35211,13,14,1725.8134190915634,9.922663609347328,5233.5319780838745,0,0,0,0,0,0,786.7825653160036,BENIGN
44381,12,15,4285.014559023878,38.40044792860349,3824.7654576184163,0,0,0,0,0,4,115.93218119139036,BENIGN
11811,14,4,4095.50234248013,13.446023600441078,5184.553636055975,0,0,0,1,0,3,367.3119143266659,BENIGN
42160,3,12,3397.2215648104516,40.153575046414744,588.6050276717316,0,0,0,0,0,0,328.57596920935543,BENIGN
467,4988,2,984457.4255885062,3101.3804455762283,32.69958002545492,0,1,1,238,6,44,48.99560962562744,DDoS
29967,14,4,1969.4955677826651,23.823650301810034,1710.1388350837344,0,0,0,1,0,1,609.2330670888632,BENIGN
39896,9,7,4195.624155667763,12.75552757676282,7565.901610369712,0,0,0,1,0,0,666.3356337157769,BENIGN
26438,2,5,4129.008315741361,39.96360390620145,9934.583797883934,0,0,0,1,0,2,325.9241141469133,BENIGN
9521,15,18,2436.770699819608,1.6587810387045439,2942.010310683362,0,0,0,0,0,3,120.44304509910299,BENIGN
27889,17,10,542.574660678633,35.794560398641586,6180.510324211992,0,0,0,0,0,3,625.9409195977671,BENIGN
163,4861,2,584109.5051433082,5696.416816673564,66.47272241698457,1,0,0,111,33,66,59.74583394749984,BruteForce
30601,10,6,4842.1547678737215,34.75138895180649,561.4960719721812,0,0,0,0,0,0,468.3407014633823,BENIGN
44524,18,17,4695.549376293953,39.700035404448684,8798.054933797297,0,0,0,1,0,0,282.6140908265584,BENIGN
342,234,6,568506.7519714733,6922.7110446977695,67.41858439636273,0,1,0,239,49,67,68.37366718499537,PortScan
49148,12,7,1868.80949226591,33.18724848451986,5689.175097657002,0,0,0,0,0,0,117.22523529292202,BENIGN
18698,4,13,333.2530744819667,3.5923268612184764,1650.1919305832373,0,0,0,1,0,4,228.4432045493205,BENIGN
4952,7,15,2058.4108342090594,44.927322042585715,4404.540304130338,0,0,0,0,0,4,198.13546303507846,BENIGN
48230,10,12,2858.17908217406,7.52801929305251,8374.632801331365,0,0,0,1,0,3,709.7728174085713,BENIGN
3524,1,10,1305.169278736475,33.981240368447985,6147.822881400823,0,0,0,0,0,0,546.6765265776532,BENIGN
14507,4,18,4741.759652456056,8.40224158792039,7732.744496068141,0,0,0,0,0,1,399.9161552106673,BENIGN
16627,14,3,927.6240826316158,28.917830975580078,4414.12941430131,0,0,0,0,0,2,751.5083745151665,BENIGN
274,928,4,233727.11603874064,5086.8807532018545,24.366711224381422,0,0,1,247,25,57,92.68969593208921,DDoS
38253,13,7,1543.2935290758164,35.356527209990894,3749.3885799084715,0,0,0,0,0,4,159.7789490808794,BENIGN
43324,8,18,4457.399258642243,4.880114807489487,7999.519778722827,0,0,0,0,0,4,495.1473092511584,BENIGN
32947,4,13,4390.860910363167,26.70997457725985,4503.730076041521,0,0,0,0,0,1,634.5645059367286,BENIGN
46319,3,11,192.79168052646912,3.0458364279485446,9186.056709161543,0,0,0,0,0,4,241.4126630661359,BENIGN
30577,3,8,3998.612931649989,38.362082456346826,2133.142049013446,0,0,0,1,0,0,769.9147822160533,BENIGN
162,1044,2,909550.2661025918,3678.107027168893,65.91904329042939,2,0,1,88,41,99,75.91352637224821,BruteForce
31,293,3,525112.682364447,7963.319555116812,6.35752554668649,2,1,1,211,3,35,52.10554860565354,DDoS
47614,16,13,580.4182367436051,26.38817658591563,665.280876607246,0,0,0,0,0,3,206.7359357891472,BENIGN
34084,5,19,4736.885116053869,39.86415286024291,1826.094303750495,0,0,0,0,0,2,645.3856905026913,BENIGN
59,1297,4,805355.4522711745,7948.102527728547,73.82025795696228,2,1,1,227,21,16,97.34862398955062,PortScan
232,2418,5,924870.8086689832,2888.546551943622,58.91585227811741,2,1,1,271,18,57,65.68458086338254,DDoS
46709,16,17,2469.05611541249,24.49711849831314,8705.333000699995,0,0,0,0,0,2,668.0875772959812,BENIGN
29192,11,4,2719.1372628664485,24.779342900499348,9347.229412124017,0,0,0,0,0,0,462.4818771944276,BENIGN
7572,11,1,2005.4142178772988,30.41418897825184,6314.825340603329,0,0,0,1,0,4,597.3903114020899,BENIGN
25306,15,9,4714.455986932733,33.46177507147341,6818.832571058391,0,0,0,1,0,2,491.1822013184892,BENIGN
32932,18,13,3553.2692780946454,37.031956885045325,2067.5429584643925,0,0,0,1,0,4,573.2025809290275,BENIGN
29506,13,8,3500.960954887599,18.889221485954174,9459.865701367102,0,0,0,0,0,3,650.7568224446685,BENIGN
15662,4,11,3985.750507365437,6.718929335252879,5234.523037593524,0,0,0,1,0,4,238.08142561532105,BENIGN
288,763,1,258366.95776403986,2450.293295162828,89.18967710642652,1,1,0,173,18,41,69.14293677004268,BruteForce
2136,1,2,1271.5109296619382,32.46304492190535,559.4123607138961,0,0,0,0,0,3,227.97323309075807,BENIGN
43932,13,8,1312.3841419543978,7.672120100263053,4637.904498375114,0,0,0,1,0,1,183.18044568669717,BENIGN
15349,12,9,1207.9483621078666,1.0455628517059918,4242.355859296544,0,0,0,0,0,3,282.1393678233345,BENIGN
52,1415,8,272522.8704679668,7818.4701361914085,20.474278598652894,0,1,0,210,28,37,91.41772944123261,DDoS
423,4101,0,788618.1541734947,6334.980532830838,23.297185703420457,2,1,0,281,45,56,81.02350279118804,DDoS
401,4815,6,185454.23999046916,4528.673798913051,35.40653974679277,2,1,1,105,7,52,96.53022897179001,BruteForce
12960,1,19,3034.724885454157,13.360843039399908,2112.6062859924496,0,0,0,0,0,3,513.9570896335779,BENIGN
34203,2,18,771.9059421301125,19.140277795172747,9868.658528867467,0,0,0,0,0,0,671.542129258007,BENIGN
39337,15,11,4701.6527033198145,8.916169402539483,4756.573378233309,0,0,0,0,0,0,515.1798335870867,BENIGN
4646,4,9,642.1646556574008,33.94811989566606,2216.8834777336588,0,0,0,1,0,2,695.0662126080204,BENIGN
36196,19,15,3913.630725522787,20.934308344697342,7997.364707312908,0,0,0,0,0,4,259.7467893520344,BENIGN
16718,12,3,1762.7108758260376,12.529922928839525,6922.899413538095,0,0,0,0,0,3,606.4450068435605,BENIGN
87,1715,8,811881.7769310904,9603.977617390663,80.9977856951816,2,1,0,399,3,54,80.76923808041853,DDoS
25871,7,8,3043.375570111957,32.893107613146576,4247.633663132019,0,0,0,0,0,3,66.07221044904298,BENIGN
29950,11,16,4991.754001396344,45.29376645807557,3988.229302272604,0,0,0,0,0,2,43.93019116925822,BENIGN
25182,11,8,4953.769542508,14.091669511658491,9757.877617867138,0,0,0,0,0,2,597.7412662817595,BENIGN
17911,9,16,3332.144705530052,16.573371627645706,6601.908118003882,0,0,0,1,0,4,588.1171532051309,BENIGN
29198,4,10,1482.1313602669559,44.264182276195285,4052.4677797248737,0,0,0,1,0,4,348.0672263553964,BENIGN
45297,7,11,2329.0492290510333,26.14778214059362,9059.17348533638,0,0,0,1,0,0,401.8728893275765,BENIGN
28768,12,8,4328.738619346084,1.6748214981605478,9772.441170038954,0,0,0,0,0,1,478.49845763036427,BENIGN
49582,9,3,1871.679054360571,47.45868414954861,4050.106718210981,0,0,0,0,0,3,547.8507920313457,BENIGN
1,3800,3,516097.1775111892,3584.3008016357785,48.31838128893988,0,0,1,412,48,22,68.91428034310408,BruteForce
21977,1,1,292.0369533023886,23.288922671585848,1346.2290403664451,0,0,0,1,0,2,249.91147419257018,BENIGN
47364,15,5,2114.358683514155,36.12426845303241,3909.555810488922,0,0,0,1,0,4,165.61621250864766,BENIGN
5777,6,14,3980.9048265791803,3.083100614722024,8843.644823346993,0,0,0,1,0,4,321.39363578104684,BENIGN
19485,18,3,4461.279424779737,4.306635599106383,8091.174256032762,0,0,0,0,0,3,370.14652244502344,BENIGN
42141,14,13,3712.9018354439654,25.828478870356175,5947.695813578936,0,0,0,1,0,0,254.74180787635277,BENIGN
